client_id,segment
708491508,bill_payer
708492558,barrel_scraper
708494583,bill_payer
708499608,bill_payer
708500883,golden_fish
708502908,bill_payer
708504783,bill_payer
708506508,card_master
708507483,bill_payer
708510858,golden_fish
708511983,bill_payer
708513183,bill_payer
708514383,bill_payer
708515358,bill_payer
708516558,card_master
708522033,golden_fish
708525108,card_master
708528483,barrel_scraper
708532308,bill_payer
708534033,bill_payer
708535158,golden_fish
708538608,bill_payer
708539583,bill_payer
708542283,card_master
708543258,barrel_scraper
708545058,card_master
708549033,card_master
708551508,card_master
708553008,card_master
708555633,golden_fish
708557358,bill_payer
708558408,bill_payer
708559533,card_master
708560733,card_master
708568983,golden_fish
708572658,golden_fish
708573933,golden_fish
708577308,barrel_scraper
708579633,barrel_scraper
708580908,barrel_scraper
708582858,bill_payer
708585933,card_master
708588408,bill_payer
708590658,barrel_scraper
708593883,barrel_scraper
708595158,barrel_scraper
708596283,card_master
708597558,bill_payer
708600033,bill_payer
708602283,bill_payer
708611733,card_master
708614058,card_master
708615183,bill_payer
708618933,card_master
708620283,barrel_scraper
708621408,bill_payer
708623283,barrel_scraper
708626058,bill_payer
708635058,card_master
708637758,bill_payer
708644208,bill_payer
708646233,bill_payer
708649683,golden_fish
708651933,card_master
708652908,card_master
708655983,barrel_scraper
708657033,card_master
708665133,bill_payer
708666258,barrel_scraper
708668283,barrel_scraper
708669408,bill_payer
708670608,card_master
708671733,card_master
708672708,bill_payer
708679383,barrel_scraper
708680583,card_master
708682908,card_master
708688608,barrel_scraper
708689958,card_master
708693558,golden_fish
708694983,golden_fish
708697983,golden_fish
708699108,card_master
708701358,card_master
708704433,card_master
708707808,card_master
708710283,bill_payer
708712833,card_master
708714108,barrel_scraper
708721533,golden_fish
708722583,card_master
708723858,card_master
708724908,bill_payer
708727983,bill_payer
708735183,card_master
708740808,bill_payer
708741633,barrel_scraper
708744933,barrel_scraper
708745983,card_master
708747708,bill_payer
708748833,golden_fish
708753633,bill_payer
708754833,card_master
708757233,card_master
708758658,bill_payer
708759408,golden_fish
708760458,bill_payer
708761733,bill_payer
708765933,bill_payer
708768258,card_master
708770883,golden_fish
708772308,barrel_scraper
708773583,bill_payer
708774708,card_master
708776658,bill_payer
708780783,card_master
708784083,card_master
708784908,bill_payer
708790833,barrel_scraper
708794133,card_master
708796458,card_master
708807483,bill_payer
708811233,barrel_scraper
708812133,card_master
708816408,bill_payer
708817608,card_master
708818508,card_master
708820308,barrel_scraper
708822783,card_master
708823908,bill_payer
708824958,bill_payer
708826158,golden_fish
708828258,barrel_scraper
708833133,barrel_scraper
708837858,card_master
708838908,bill_payer
708846183,card_master
708848208,bill_payer
708849858,bill_payer
708859158,card_master
708860358,barrel_scraper
708862233,bill_payer
708863733,golden_fish
708864708,barrel_scraper
708866133,golden_fish
708869283,bill_payer
708870408,card_master
708871158,bill_payer
708873183,golden_fish
708876183,bill_payer
708877458,golden_fish
708878508,barrel_scraper
708879483,card_master
708880683,golden_fish
708881583,golden_fish
708884658,card_master
708886533,bill_payer
708890133,bill_payer
708890958,bill_payer
708894183,bill_payer
708895158,barrel_scraper
708897408,card_master
708899283,card_master
708900408,bill_payer
708902883,bill_payer
708905733,golden_fish
708907833,golden_fish
708908883,golden_fish
708911508,bill_payer
708913233,barrel_scraper
708917133,bill_payer
708923658,bill_payer
708924783,bill_payer
708928008,bill_payer
708928908,bill_payer
708931908,bill_payer
708937608,card_master
708938508,barrel_scraper
708942408,golden_fish
708944958,bill_payer
708947208,card_master
708952758,card_master
708957183,barrel_scraper
708959583,bill_payer
708960858,bill_payer
708964683,golden_fish
708967608,barrel_scraper
708968733,golden_fish
708969633,card_master
708971583,barrel_scraper
708974283,golden_fish
708980283,barrel_scraper
708982158,golden_fish
708989358,card_master
708992733,bill_payer
708995283,bill_payer
708996708,golden_fish
708997833,bill_payer
708998583,bill_payer
709000008,barrel_scraper
709007883,golden_fish
709008708,golden_fish
709009833,bill_payer
709012083,card_master
709014558,bill_payer
709015833,golden_fish
709019283,golden_fish
709022883,bill_payer
709025583,barrel_scraper
709028208,bill_payer
709035708,barrel_scraper
709039533,bill_payer
709040508,bill_payer
709042908,bill_payer
709044183,bill_payer
709045683,bill_payer
709046958,golden_fish
709051533,card_master
709052883,bill_payer
709054083,card_master
709056558,barrel_scraper
709058808,barrel_scraper
709061658,card_master
709065483,golden_fish
709066983,golden_fish
709068183,bill_payer
709071408,card_master
709074108,bill_payer
709077933,bill_payer
709078908,card_master
709080783,bill_payer
709081683,bill_payer
709082808,card_master
709085358,card_master
709086933,card_master
709087983,golden_fish
709094358,golden_fish
709098108,bill_payer
709103358,barrel_scraper
709104333,bill_payer
709108533,golden_fish
709110633,barrel_scraper
709117533,barrel_scraper
709120008,barrel_scraper
709121283,barrel_scraper
709122483,card_master
709123908,bill_payer
709124883,card_master
709126833,bill_payer
709127808,bill_payer
709131033,card_master
709134333,card_master
709137558,bill_payer
709140858,card_master
709141908,golden_fish
709149408,barrel_scraper
709150608,bill_payer
709153008,card_master
709157133,barrel_scraper
709158333,bill_payer
709159308,golden_fish
709165533,bill_payer
709166883,bill_payer
709169133,bill_payer
709171308,golden_fish
709175208,card_master
709176108,bill_payer
709179708,bill_payer
709183683,bill_payer
709185108,barrel_scraper
709186983,barrel_scraper
709188108,golden_fish
709200633,bill_payer
709204158,barrel_scraper
709207458,barrel_scraper
709208808,card_master
709210833,golden_fish
709214358,barrel_scraper
709215708,bill_payer
709216533,bill_payer
709217358,barrel_scraper
709219533,barrel_scraper
709220583,barrel_scraper
709224858,barrel_scraper
709225758,golden_fish
709227033,bill_payer
709229358,card_master
709230708,barrel_scraper
709231683,card_master
709235058,golden_fish
709236633,bill_payer
709238358,golden_fish
709239483,card_master
709243533,card_master
709245783,bill_payer
709246683,bill_payer
709247808,golden_fish
709250508,bill_payer
709257708,golden_fish
709261383,card_master
709265208,card_master
709267308,barrel_scraper
709269708,golden_fish
709272333,bill_payer
709273383,bill_payer
709274583,bill_payer
709275558,bill_payer
709276908,bill_payer
709279608,bill_payer
709284333,barrel_scraper
709285683,bill_payer
709288383,bill_payer
709289358,bill_payer
709296558,bill_payer
709300458,bill_payer
709306983,bill_payer
709310433,bill_payer
709314408,bill_payer
709315383,golden_fish
709316433,barrel_scraper
709326183,bill_payer
709327383,barrel_scraper
709328733,barrel_scraper
709329558,bill_payer
709330383,bill_payer
709332408,golden_fish
709333608,card_master
709335558,bill_payer
709339758,bill_payer
709343433,card_master
709350783,card_master
709361058,barrel_scraper
709363383,bill_payer
709364433,barrel_scraper
709365483,card_master
709366458,card_master
709367433,card_master
709368483,bill_payer
709372608,golden_fish
709373883,golden_fish
709375158,bill_payer
709376508,barrel_scraper
709379283,bill_payer
709380333,barrel_scraper
709381383,card_master
709382958,barrel_scraper
709385133,golden_fish
709388058,card_master
709389558,bill_payer
709397508,golden_fish
709398708,golden_fish
709399908,golden_fish
709406733,golden_fish
709407933,bill_payer
709408983,bill_payer
709410033,golden_fish
709411383,card_master
709415583,card_master
709418508,golden_fish
709422183,barrel_scraper
709423158,card_master
709426608,barrel_scraper
709429533,barrel_scraper
709432833,card_master
709434408,golden_fish
709436883,card_master
709443633,bill_payer
709446783,barrel_scraper
709447908,card_master
709449333,card_master
709451508,barrel_scraper
709452633,bill_payer
709453833,bill_payer
709455108,card_master
709459608,golden_fish
709467183,golden_fish
709468683,barrel_scraper
709469658,bill_payer
709470858,barrel_scraper
709473708,barrel_scraper
709474683,golden_fish
709476033,golden_fish
709477233,card_master
709479558,card_master
709482633,card_master
709485033,barrel_scraper
709486158,bill_payer
709487058,bill_payer
709493283,barrel_scraper
709494483,barrel_scraper
709497108,golden_fish
709501683,barrel_scraper
709513458,bill_payer
709514433,golden_fish
709516458,bill_payer
709518858,golden_fish
709523508,bill_payer
709528308,bill_payer
709530408,golden_fish
709531908,barrel_scraper
709541433,barrel_scraper
709545333,bill_payer
709546608,card_master
709550958,bill_payer
709554483,barrel_scraper
709556208,golden_fish
709558608,card_master
709562358,bill_payer
709567758,card_master
709571958,bill_payer
709573533,bill_payer
709575858,bill_payer
709578258,golden_fish
709579383,barrel_scraper
709583133,barrel_scraper
709584483,barrel_scraper
709585758,bill_payer
709587783,bill_payer
709589208,golden_fish
709591533,card_master
709592808,golden_fish
709596783,bill_payer
709597983,card_master
709603608,card_master
709604958,card_master
709606158,golden_fish
709607733,bill_payer
709610283,bill_payer
709614333,bill_payer
709615458,golden_fish
709616958,bill_payer
709618308,bill_payer
709619433,golden_fish
709621008,bill_payer
709623483,barrel_scraper
709624533,barrel_scraper
709625733,bill_payer
709626858,bill_payer
709627983,card_master
709632483,card_master
709633533,bill_payer
709635858,barrel_scraper
709638783,card_master
709641933,card_master
709662708,card_master
709664658,bill_payer
709665783,bill_payer
709666908,card_master
709668408,bill_payer
709669533,card_master
709671708,barrel_scraper
709674333,bill_payer
709678608,bill_payer
709679658,bill_payer
709682658,barrel_scraper
709683633,bill_payer
709690158,barrel_scraper
709695333,bill_payer
709700058,bill_payer
709701558,bill_payer
709703433,barrel_scraper
709710783,bill_payer
709716258,bill_payer
709718058,card_master
709719333,bill_payer
709722858,golden_fish
709726158,card_master
709728183,bill_payer
709730508,bill_payer
709732608,card_master
709735008,barrel_scraper
709736658,card_master
709738008,card_master
709739283,bill_payer
709741608,bill_payer
709742958,bill_payer
709747308,bill_payer
709749483,card_master
709752183,barrel_scraper
709757583,barrel_scraper
709759908,card_master
709762008,card_master
709762908,card_master
709766808,bill_payer
709769283,bill_payer
709770408,golden_fish
709774608,bill_payer
709779258,bill_payer
709780158,card_master
709781208,bill_payer
709783908,barrel_scraper
709787733,bill_payer
709788783,bill_payer
709790058,golden_fish
709791333,card_master
709793133,barrel_scraper
709794333,barrel_scraper
709802208,bill_payer
709804533,bill_payer
709807383,golden_fish
709810458,card_master
709813008,card_master
709814883,golden_fish
709816158,bill_payer
709820658,bill_payer
709822008,card_master
709824633,card_master
709826058,barrel_scraper
709827933,bill_payer
709830783,bill_payer
709831983,golden_fish
709836258,card_master
709837308,bill_payer
709838508,golden_fish
709839858,barrel_scraper
709841433,bill_payer
709852908,barrel_scraper
709854483,barrel_scraper
709855608,barrel_scraper
709857033,bill_payer
709858533,card_master
709861008,golden_fish
709868433,card_master
709869708,card_master
709871658,golden_fish
709873683,bill_payer
709876008,barrel_scraper
709879458,card_master
709883883,golden_fish
709886583,bill_payer
709887483,bill_payer
709888383,card_master
709892658,card_master
709895508,golden_fish
709897983,barrel_scraper
709901058,card_master
709902108,bill_payer
709904508,card_master
709910733,golden_fish
709912683,bill_payer
709913733,barrel_scraper
709914858,bill_payer
709916058,barrel_scraper
709918158,barrel_scraper
709920258,bill_payer
709921158,card_master
709922508,bill_payer
709925733,card_master
709927458,bill_payer
709930758,barrel_scraper
709932558,barrel_scraper
709934808,golden_fish
709935708,card_master
709937583,golden_fish
709938708,card_master
709942383,barrel_scraper
709945458,card_master
709946658,card_master
709948233,card_master
709950858,bill_payer
709952658,card_master
709955958,bill_payer
709957158,card_master
709959858,bill_payer
709965858,bill_payer
709967358,barrel_scraper
709969758,golden_fish
709972908,bill_payer
709974108,card_master
709976358,bill_payer
709979583,bill_payer
709980783,card_master
709982658,bill_payer
709984083,golden_fish
709985133,bill_payer
709986633,bill_payer
709990983,barrel_scraper
709993158,card_master
709997958,bill_payer
709999308,bill_payer
710002833,card_master
710003958,card_master
710004933,barrel_scraper
710006958,bill_payer
710013258,card_master
710014683,bill_payer
710016708,golden_fish
710017758,bill_payer
710019933,golden_fish
710023233,bill_payer
710026458,golden_fish
710032608,barrel_scraper
710035008,card_master
710036508,barrel_scraper
710038008,barrel_scraper
710039208,card_master
710040483,bill_payer
710043408,bill_payer
710044308,card_master
710045058,barrel_scraper
710051658,bill_payer
710056758,golden_fish
710058033,bill_payer
710067183,bill_payer
710070183,barrel_scraper
710074458,card_master
710077008,bill_payer
710078358,card_master
710080383,card_master
710082708,barrel_scraper
710084883,bill_payer
710086308,bill_payer
710088483,bill_payer
710090133,card_master
710090958,card_master
710092683,card_master
710094108,card_master
710096658,barrel_scraper
710098233,bill_payer
710099358,golden_fish
710102208,bill_payer
710103558,barrel_scraper
710104908,barrel_scraper
710106933,golden_fish
710109633,barrel_scraper
710110683,golden_fish
710111733,barrel_scraper
710112933,bill_payer
710115108,bill_payer
710119233,bill_payer
710120358,barrel_scraper
710122458,golden_fish
710125608,card_master
710129283,bill_payer
710133858,bill_payer
710135058,barrel_scraper
710141208,golden_fish
710142258,card_master
710147958,barrel_scraper
710149008,card_master
710150208,card_master
710157108,card_master
710159658,bill_payer
710163633,card_master
710164683,barrel_scraper
710166783,bill_payer
710175783,card_master
710180958,barrel_scraper
710182383,bill_payer
710183283,bill_payer
710186958,bill_payer
710188308,card_master
710190858,golden_fish
710192283,golden_fish
710194683,card_master
710197308,bill_payer
710201058,card_master
710202783,barrel_scraper
710207208,golden_fish
710208633,barrel_scraper
710213508,golden_fish
710218233,card_master
710219658,card_master
710226708,card_master
710227908,bill_payer
710229333,bill_payer
710231433,card_master
710232483,golden_fish
710233683,barrel_scraper
710237283,golden_fish
710241858,barrel_scraper
710243208,bill_payer
710244108,golden_fish
710248233,card_master
710255208,barrel_scraper
710256708,bill_payer
710257683,bill_payer
710260983,card_master
710262408,golden_fish
710263608,bill_payer
710267583,bill_payer
710268858,card_master
710277183,card_master
710279508,barrel_scraper
710280558,barrel_scraper
710287533,bill_payer
710288883,bill_payer
710294808,card_master
710295858,golden_fish
710297133,bill_payer
710300733,golden_fish
710301858,bill_payer
710303208,golden_fish
710307933,card_master
710308983,card_master
710310108,card_master
710311233,bill_payer
710312658,barrel_scraper
710317758,barrel_scraper
710319108,card_master
710322033,card_master
710327508,card_master
710335983,bill_payer
710342508,bill_payer
710343783,bill_payer
710345808,barrel_scraper
710349258,card_master
710353233,bill_payer
710357208,bill_payer
710359458,card_master
710360583,golden_fish
710362233,golden_fish
710363433,barrel_scraper
710364258,bill_payer
710369658,card_master
710370483,barrel_scraper
710371683,card_master
710374008,golden_fish
710375283,card_master
710376708,card_master
710382108,barrel_scraper
710383158,barrel_scraper
710391258,bill_payer
710395233,golden_fish
710401458,bill_payer
710402508,bill_payer
710404533,barrel_scraper
710405808,golden_fish
710413533,bill_payer
710416533,card_master
710420133,bill_payer
710423358,card_master
710424408,barrel_scraper
710428308,barrel_scraper
710429358,barrel_scraper
710431158,bill_payer
710436108,bill_payer
710439483,card_master
710443833,card_master
710445183,bill_payer
710449983,card_master
710451708,golden_fish
710453283,bill_payer
710456658,card_master
710461083,bill_payer
710462433,barrel_scraper
710463408,golden_fish
710464683,card_master
710466633,bill_payer
710475408,barrel_scraper
710476908,bill_payer
710482533,bill_payer
710487033,bill_payer
710489583,golden_fish
710490708,bill_payer
710492733,barrel_scraper
710496708,bill_payer
710497608,barrel_scraper
710502258,card_master
710503308,bill_payer
710504283,bill_payer
710505483,bill_payer
710506683,bill_payer
710507733,bill_payer
710508858,card_master
710509758,bill_payer
710511858,card_master
710512833,card_master
710515308,card_master
710516283,bill_payer
710518308,bill_payer
710520408,bill_payer
710521383,barrel_scraper
710522433,card_master
710526633,card_master
710529708,golden_fish
710532258,card_master
710535708,golden_fish
710536983,card_master
710538183,card_master
710540883,bill_payer
710541858,barrel_scraper
710542983,bill_payer
710544033,bill_payer
710545158,bill_payer
710547783,bill_payer
710558058,barrel_scraper
710558883,barrel_scraper
710560008,card_master
710562258,bill_payer
710563458,bill_payer
710565408,barrel_scraper
710566533,card_master
710567508,barrel_scraper
710568333,bill_payer
710569233,golden_fish
710572458,barrel_scraper
710574558,barrel_scraper
710577708,card_master
710579583,card_master
710581758,barrel_scraper
710587458,bill_payer
710592933,bill_payer
710594358,bill_payer
710595783,bill_payer
710596983,golden_fish
710598408,bill_payer
710603958,golden_fish
710605458,bill_payer
710607408,bill_payer
710611683,card_master
710612583,card_master
710616183,barrel_scraper
710620383,barrel_scraper
710621283,bill_payer
710622333,card_master
710624658,card_master
710626758,bill_payer
710628783,barrel_scraper
710630583,card_master
710632683,barrel_scraper
710635083,bill_payer
710636208,bill_payer
710637183,card_master
710641008,bill_payer
710643183,card_master
710644158,bill_payer
710645583,bill_payer
710650608,bill_payer
710653158,barrel_scraper
710656683,card_master
710657508,bill_payer
710662158,bill_payer
710663508,golden_fish
710664558,bill_payer
710665533,barrel_scraper
710667708,golden_fish
710668458,bill_payer
710669733,card_master
710670633,barrel_scraper
710671608,bill_payer
710673558,bill_payer
710675508,card_master
710676483,bill_payer
710677608,barrel_scraper
710678658,bill_payer
710681808,bill_payer
710687508,barrel_scraper
710691633,card_master
710694033,golden_fish
710695083,barrel_scraper
710697408,golden_fish
710698233,barrel_scraper
710699283,golden_fish
710701233,bill_payer
710702733,bill_payer
710703708,bill_payer
710706558,barrel_scraper
710710233,golden_fish
710712783,card_master
710713608,bill_payer
710715783,bill_payer
710719683,bill_payer
710722908,barrel_scraper
710723958,card_master
710725383,bill_payer
710728458,bill_payer
710733183,card_master
710734308,golden_fish
710736558,barrel_scraper
710738883,card_master
710740008,card_master
710741208,barrel_scraper
710742408,card_master
710744433,card_master
710745633,golden_fish
710748483,card_master
710749458,barrel_scraper
710756133,card_master
710758683,golden_fish
710760258,bill_payer
710761533,bill_payer
710763783,bill_payer
710769258,bill_payer
710770383,card_master
710771433,golden_fish
710773533,card_master
710775483,golden_fish
710779083,bill_payer
710780883,card_master
710783358,card_master
710784333,barrel_scraper
710787708,barrel_scraper
710789058,barrel_scraper
710790258,barrel_scraper
710792733,bill_payer
710793783,barrel_scraper
710794983,bill_payer
710795883,barrel_scraper
710797833,card_master
710798883,barrel_scraper
710799783,bill_payer
710801133,barrel_scraper
710803008,card_master
710803983,golden_fish
710806083,barrel_scraper
710808108,card_master
710809083,card_master
710809833,bill_payer
710810883,golden_fish
710813733,barrel_scraper
710814633,golden_fish
710815608,card_master
710816358,barrel_scraper
710820783,bill_payer
710821833,barrel_scraper
710822808,golden_fish
710825658,card_master
710829108,barrel_scraper
710831133,barrel_scraper
710832108,bill_payer
710833908,golden_fish
710838108,card_master
710839308,bill_payer
710840433,bill_payer
710841183,golden_fish
710842308,card_master
710844408,barrel_scraper
710845308,golden_fish
710849208,golden_fish
710850633,card_master
710853033,bill_payer
710854008,bill_payer
710855508,card_master
710856558,golden_fish
710858658,golden_fish
710862258,bill_payer
710863308,card_master
710864358,bill_payer
710866758,card_master
710869008,bill_payer
710871108,bill_payer
710872233,barrel_scraper
710873583,golden_fish
710874933,barrel_scraper
710877108,card_master
710879283,bill_payer
710881008,bill_payer
710883483,card_master
710884683,bill_payer
710888883,card_master
710892408,barrel_scraper
710893533,barrel_scraper
710897133,card_master
710903358,bill_payer
710904708,golden_fish
710905908,barrel_scraper
710912733,card_master
710914158,card_master
710915358,bill_payer
710923533,golden_fish
710924658,golden_fish
710926383,card_master
710927733,barrel_scraper
710929233,card_master
710932683,bill_payer
710934033,barrel_scraper
710937783,card_master
710939283,golden_fish
710942358,bill_payer
710944608,barrel_scraper
710947683,barrel_scraper
710951808,barrel_scraper
710952933,card_master
710955633,barrel_scraper
710958033,bill_payer
710962308,bill_payer
710966433,card_master
710968008,golden_fish
710969433,card_master
710971908,card_master
710974308,bill_payer
710975883,barrel_scraper
710978058,bill_payer
710979033,bill_payer
710981583,golden_fish
710982858,bill_payer
710984133,bill_payer
710986758,bill_payer
710989008,bill_payer
710990283,barrel_scraper
710997183,barrel_scraper
711000933,card_master
711002058,golden_fish
711003483,golden_fish
711004533,card_master
711005583,bill_payer
711006783,barrel_scraper
711008508,golden_fish
711010683,golden_fish
711011508,card_master
711017433,bill_payer
711019308,barrel_scraper
711020358,card_master
711027183,bill_payer
711029358,card_master
711032058,bill_payer
711033408,barrel_scraper
711039633,bill_payer
711040758,bill_payer
711041508,barrel_scraper
711043983,bill_payer
711046383,bill_payer
711047658,card_master
711048783,barrel_scraper
711050058,bill_payer
711052308,card_master
711061908,card_master
711062958,card_master
711064008,bill_payer
711065133,barrel_scraper
711067383,bill_payer
711069483,bill_payer
711070683,golden_fish
711076533,bill_payer
711080358,bill_payer
711082908,golden_fish
711084183,golden_fish
711089733,barrel_scraper
711093408,card_master
711099408,card_master
711108408,golden_fish
711109908,barrel_scraper
711110733,bill_payer
711111633,bill_payer
711112683,barrel_scraper
711113958,barrel_scraper
711117108,bill_payer
711118083,card_master
711119358,barrel_scraper
711120333,bill_payer
711125358,card_master
711126483,card_master
711128433,golden_fish
711129483,bill_payer
711131958,bill_payer
711136008,golden_fish
711142308,bill_payer
711145008,barrel_scraper
711146358,barrel_scraper
711148308,bill_payer
711152658,golden_fish
711153783,card_master
711154908,card_master
711160233,golden_fish
711164508,bill_payer
711173058,barrel_scraper
711173883,card_master
711175083,bill_payer
711176133,card_master
711178383,bill_payer
711181608,bill_payer
711183558,golden_fish
711184983,bill_payer
711190233,golden_fish
711191808,bill_payer
711195558,barrel_scraper
711197658,card_master
711199008,card_master
711199908,card_master
711203658,card_master
711206958,card_master
711208083,card_master
711210633,card_master
711213108,bill_payer
711216933,card_master
711220683,bill_payer
711225933,card_master
711226758,card_master
711227883,golden_fish
711231558,barrel_scraper
711238908,bill_payer
711240108,bill_payer
711243108,bill_payer
711251133,bill_payer
711252258,card_master
711255858,bill_payer
711256908,bill_payer
711258108,barrel_scraper
711263058,card_master
711264033,bill_payer
711272058,card_master
711276933,card_master
711278283,bill_payer
711283008,golden_fish
711285633,card_master
711286533,bill_payer
711287733,bill_payer
711288558,card_master
711289533,golden_fish
711291558,barrel_scraper
711294258,card_master
711296508,card_master
711297483,barrel_scraper
711302883,card_master
711305208,bill_payer
711309033,bill_payer
711310908,card_master
711311883,bill_payer
711313158,bill_payer
711315783,barrel_scraper
711318033,barrel_scraper
711320508,barrel_scraper
711326583,bill_payer
711327558,barrel_scraper
711328458,golden_fish
711330408,barrel_scraper
711333933,card_master
711336033,bill_payer
711337158,card_master
711338058,card_master
711339258,golden_fish
711340233,bill_payer
711341433,card_master
711342483,card_master
711343233,card_master
711345258,bill_payer
711346383,bill_payer
711348033,golden_fish
711349083,bill_payer
711350133,bill_payer
711351108,card_master
711355908,golden_fish
711356733,bill_payer
711359058,card_master
711360783,golden_fish
711363258,bill_payer
711364233,golden_fish
711365133,card_master
711367308,card_master
711368283,bill_payer
711370458,golden_fish
711371208,bill_payer
711372258,bill_payer
711374283,barrel_scraper
711375558,card_master
711377808,bill_payer
711379083,card_master
711381183,card_master
711388458,golden_fish
711391308,card_master
711392508,bill_payer
711393483,bill_payer
711396483,bill_payer
711397533,card_master
711398433,golden_fish
711402333,barrel_scraper
711403383,card_master
711405333,barrel_scraper
711406758,bill_payer
711409833,card_master
711410958,bill_payer
711416958,bill_payer
711419133,card_master
711420258,bill_payer
711421233,bill_payer
711422358,golden_fish
711423558,bill_payer
711426033,bill_payer
711427458,barrel_scraper
711428733,card_master
711436083,barrel_scraper
711436983,golden_fish
711438033,bill_payer
711441333,barrel_scraper
711443808,card_master
711445233,bill_payer
711447783,card_master
711452583,card_master
711453783,card_master
711455133,bill_payer
711458583,golden_fish
711459483,bill_payer
711461658,card_master
711465333,golden_fish
711466533,barrel_scraper
711473058,bill_payer
711478233,card_master
711480108,barrel_scraper
711481533,barrel_scraper
711491283,card_master
711492258,card_master
711493158,card_master
711494208,card_master
711497283,card_master
711498258,barrel_scraper
711499158,bill_payer
711502908,bill_payer
711505308,card_master
711508608,card_master
711515433,card_master
711516783,card_master
711521958,card_master
711523533,golden_fish
711526533,barrel_scraper
711529383,bill_payer
711533058,card_master
711534183,bill_payer
711542358,bill_payer
711546333,bill_payer
711549408,card_master
711550983,golden_fish
711553308,card_master
711555483,bill_payer
711556533,barrel_scraper
711557508,bill_payer
711559008,golden_fish
711560058,card_master
711561108,bill_payer
711561933,card_master
711566208,golden_fish
711567333,card_master
711569433,barrel_scraper
711571383,bill_payer
711575058,barrel_scraper
711577458,card_master
711578658,golden_fish
711580908,card_master
711583458,bill_payer
711587433,bill_payer
711589758,card_master
711594858,card_master
711595833,barrel_scraper
711597183,bill_payer
711598533,bill_payer
711600033,golden_fish
711606558,card_master
711607833,card_master
711608958,card_master
711614658,card_master
711615933,barrel_scraper
711619608,bill_payer
711622683,barrel_scraper
711625683,bill_payer
711627558,card_master
711628458,barrel_scraper
711629733,bill_payer
711631158,card_master
711634008,bill_payer
711635358,barrel_scraper
711636558,barrel_scraper
711638658,bill_payer
711639708,barrel_scraper
711642108,barrel_scraper
711643458,barrel_scraper
711644508,bill_payer
711647808,card_master
711648708,bill_payer
711649908,card_master
711654558,card_master
711655683,bill_payer
711657783,bill_payer
711658758,card_master
711659958,barrel_scraper
711668283,barrel_scraper
711670308,bill_payer
711673983,bill_payer
711675108,card_master
711676008,card_master
711676908,bill_payer
711679533,bill_payer
711685758,card_master
711686658,golden_fish
711688158,barrel_scraper
711688983,bill_payer
711694083,card_master
711697158,barrel_scraper
